ancestry,taxon_id,count
48460/47170/47169/492000/50814/47380/118046/199962,350366,2294
48460/47170/47169/492000/50814/57519/1255706/118040,350404,192
48460/47170/47169/492000/50814/57519/1255706/353359,350405,182
48460/47170/47169/492000/50814/47380/47379/335138,350460,292
48460/47170/47169/492000/50814/57519/541370/342590,350508,160
48460/47170/47169/492000/50814/47350/47349/48611,350511,3632
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,350514,847
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,350515,145
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,350517,165
48460/47170/47169/492000/53277/53278/53279/143314,350602,615
48460/47170/47169/492000/50814/47380/47379/354186,350636,444
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,350740,334
48460/47170/47169/492000/50814/50815/50816/55569,350760,703
48460/47170/47169/492000/50814/47380/47379/202467,350773,1829
48460/47170/47169/492000/50814/47380/47379/127511,350787,288
48460/47170/47169/492000/50814/57519/57518/352247,350796,138
48460/47170/47169/492000/50814/47380/47379/48475/559675/1129535,350820,538
48460/47170/47169/492000/50814/47380/47379/48475/1106981,350821,4066
48460/47170/47169/492000/50814/67339/67340/67341,350861,519
48460/47170/47169/492000/53277/53278/53279/118033,350910,204
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,350919,808
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198/1155105,350934,101
48460/47170/47169/492000/50814/1094814/48427/118053/179161,350940,102
48460/47170/47169/492000/50814/47380/47379/202454,351004,462
48460/47170/47169/492000/50814/1094814/47167/905657/48495/154753,351008,173
48460/47170/47169/492000/50814/52526/52527/52528,351031,270
48460/47170/47169/492000/50814/52526/52527/52528,351032,263
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135962/1135967,351047,174
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135962/1135967,351053,177
48460/47170/47169/492000/50814/57519/57518/202468,351061,697
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769,351081,179
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679,351221,114
48460/47170/47169/492000/50814/48341/48340/54597/1174534,351303,187
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,351304,155
48460/47170/47169/492000/50814/48341/48340/54597/1174534,351305,214
48460/47170/47169/492000/50814/48341/48340/54597/1174534,351313,855
48460/47170/47169/492000/50814/48341/48340/353211/1105690/1105785,351317,418
48460/47170/47169/492000/50814/48341/48340/353211/1105687/1105729,351318,315
48460/47170/47169/492000/50814/48341/48340/353211/1105690/1105801,351319,163
48460/47170/47169/492000/50814/48341/48340/353211/1105688/1105735,351320,1300
48460/47170/47169/492000/50814/48341/48340/353211/1105690/1105817,351321,751
48460/47170/47169/492000/50814/48341/54167/1150984,351337,222
48460/47170/47169/492000/50814/47380/47379/68311/1203427,351365,867
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,351371,352
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/55591,351380,10129
48460/47170/47169/492000/50814/1094814/47167/785517/48445/48444,351440,127
48460/47170/47169/492000/50814/891028/48708/51136/126592,351442,116
48460/47170/47169/492000/50814/1094814/47167/785517/47394/63402,351447,187
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,351496,131
48460/47170/47169/492000/50814/47380/964622/353122,351558,219
48460/47170/47169/492000/50814/1094814/47167/785517/516951/353053,351592,656
48460/47170/47169/492000/50814/48341/54167/359421,351628,144
48460/47170/47169/492000/50814/67339/67340/311293,351629,2078
48460/47170/47169/492000/50814/47380/974717/353062,351637,479
48460/47170/47169/492000/50814/1094814/47167/785516/64013/64014,351651,136
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965/1128215,351659,254
48460/47170/47169/492000/50814/1094814/47167/785516/55920/68308,351676,173
48460/47170/47169/492000/50814/1094814/47167/785516/55920/68308,351677,444
48460/47170/47169/492000/50814/47380/47379/353024,351713,207
48460/47170/47169/492000/50814/891028/55154/48710/349690,351744,292
48460/47170/47169/492000/50814/891028/48708/51136/54593,351772,205
48460/47170/47169/492000/50814/57519/57518/118087,351789,103
48460/47170/47169/492000/50814/57519/57518/118087,351800,2007
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076/1148459/1148460,351824,127
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076/1148459/1145095,351827,360
48460/47170/47169/416490/69967/69968/1151342/179234/353085,351853,120
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,351886,207
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,351889,522
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783/1366821,351891,802
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,351902,118
48460/47170/47169/492000/50814/47380/47379/50884,351927,491
48460/47170/47169/492000/50814/1094814/48427/48702/353207,351944,500
48460/47170/47169/492000/50814/1094814/47167/785517/56310/67745/1179784,351954,201
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,352012,200
48460/47170/47169/416490/69967/69968/1151342/84768/84769,352146,352
48460/47170/47169/492000/50814/1094814/48427/48702/179307,352158,222
48460/47170/47169/492000/50814/1094814/48427/48702/179307,352159,514
48460/47170/47169/492000/50814/891028/55154/48710/48707,352185,187
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/55275,352201,243
48460/47170/47169/492000/50814/48341/48340/48339/1167956,352278,344
48460/47170/47169/492000/50814/48341/48340/48339/1167952,352283,434
48460/47170/47169/492000/50814/48341/48340/48339/1167950,352308,592
48460/47170/47169/492000/50814/48341/48340/48339/1167952,352311,180
48460/47170/47169/492000/50814/152593/323023/328325,352364,142
48460/47170/47169/492000/50814/47380/334440,352406,138
48460/47170/47169/492000/50814/48341/55502/55503,352456,304
48460/47170/47169/492000/50814/1094814/48427/48702/125713,352462,3575
48460/47170/47169/492000/50814/1094814/47167/785517/48768/53283,352465,283
48460/47170/47169/492000/50814/52526/118108/118110,352498,105
48460/47170/47169/492000/50814/52526/118108/118110,352511,357
48460/47170/47169/492000/50814/47380/47379/47378,352539,264
48460/47170/47169/492000/50814/47380/47379/47378,352556,388
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1366846,352609,403
48460/47170/47169/492000/50814/1094814/47167/787526/206646,352614,103
48460/47170/47169/492000/50814/1094814/47167/785516/416511/352808,352625,108
48460/47170/47169/492000/50814/891028/55154/48710/352983,352687,565
48460/47170/47169/492000/50814/1094814/48427/48702/63482,352692,976
48460/47170/47169/492000/50814/47380/975893/130948,352696,203
48460/47170/47169/492000/50814/47380/328311/328313,352847,157
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,353500,1397
48460/47170/47169/492000/50814/47380/47379/353874,353652,130
48460/47170/47169/492000/50814/1094814/47167/785517/47394/63402,354648,229
48460/47170/47169/492000/50814/1094814/47167/785517/47394/63402,354649,1837
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135219/1135221/67344,354693,340
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118395,354697,187
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,355882,275
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,355883,212
48460/47170/47169/492000/50814/1094814/47167/785516/64013/355888,355884,607
48460/47170/47169/492000/50814/48341/48340/48339/1167950,355886,679
48460/47170/47169/492000/50814/1094814/47167/785517/416506/328220,355887,128
48460/47170/47169/492000/50814/1094814/47167/785517/416523/55575,355891,348
48460/47170/47169/492000/50814/1094814/47167/785516/203715,355894,148
48460/47170/47169/492000/50814/1094814/47167/785517/56310/67745/1179771,355896,486
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496,355897,257
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076,355901,188
48460/47170/47169/492000/50814/47380/118046/118085,355902,160
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135219/1135220/118252/1135337,355906,1448
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355911,423
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355912,364
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355916,195
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355917,1837
48460/47170/47169/492000/50814/1094814/48427/48702/702670/126159,355921,755
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,355923,593
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/55244,355928,263
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355933,818
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355934,542
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355935,329
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,355938,261
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/118074,355939,148
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,355942,740
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,355943,156
48460/47170/47169/492000/50814/1094814/47167/785516/64013/374622,355944,159
48460/47170/47169/492000/50814/48341/55176/118238,355946,205
48460/47170/47169/492000/50814/47380/895657/48431,355947,935
48460/47170/47169/492000/50814/48341/48340/54597/1046273,355951,680
48460/47170/47169/492000/50814/891028/48708/51136/355975,355957,183
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/355978,355958,347
48460/47170/47169/492000/50814/47380/974750/202465,355964,662
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,355965,179
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152034,355966,1151
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,355968,183
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1150598,355973,804
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152063,355974,1182
48460/47170/47169/492000/50814/1094814/48427/48702/702670/126159,355979,335
48460/47170/47169/492000/50814/50815/50816/50817/1138427,356394,646
48460/47170/47169/416490/69967/69968/1151228/69969/148087,357393,269
48460/47170/47169/492000/50814/1094814/47167/785517/56310/67745/1179801,357767,666
48460/47170/47169/416490/69967/69968/1151342/84768/84769/1240669,358129,1000
48460/47170/47169/416490/69967/69968/1151342/84768/320859,359001,291
48460/47170/47169/492000/50814/48341/48340/48339/1167950,360306,101
48460/47170/47169/416490/69967/69968/1151342/1151238/121688,360309,1282
48460/47170/47169/492000/50814/47380/47379/68311/1203424,361632,629
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1247546/361640/1135347,361641,1292
48460/47170/47169/492000/50814/1094814/47167/785517/56310/48522,362215,2388
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679,362502,126
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/55244,362915,458
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,362917,740
48460/47170/47169/492000/50814/48341/48340/54597,363231,104
48460/47170/47169/492000/50814/152593/323023/328325,363529,353
48460/47170/47169/492000/50814/1094814/48427/48702/353391,363581,191
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/332503/1227179,363586,132
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/54203,363587,272
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/54203,363591,202
48460/47170/47169/492000/50814/1094814/48427/53489/53490,363592,247
48460/47170/47169/492000/50814/1094814/48427/53489/53490,363593,776
48460/47170/47169/492000/50814/1094814/48427/53489/53490,363594,163
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135227/51871/1135479/1135487/1135490,363603,112
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135227/51871/1135479/1135487,363606,298
48460/47170/47169/492000/50814/1094814/48427/48702/48703,366778,222
48460/47170/47169/951335/130023/130024/130025/130026,366953,279
48460/47170/47169/492000/50814/47380/55974/335959,367273,838
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135227/51871/1135480/1101271/1135482,367288,672
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,367289,169
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/179260,367291,122
48460/47170/47169/492000/50814/48341/48340/54597/1174534,367745,178
48460/47170/47169/492000/50814/47380/47379/179114,370262,1190
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,371441,207
48460/47170/47169/492000/50814/48341/48340/48339/1167950,371588,107
48460/47170/47169/492000/50814/1094814/47167/785517/56310/48522/1180054,371747,187
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,372244,101
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1366846,372273,159
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135960,372354,155
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108,372414,134
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,372425,298
48460/47170/47169/492000/50814/1094814/48427/474345/55928/68157,372664,1026
48460/47170/47169/492000/50814/1094814/47167/785516/55931/179196,379777,286
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134262,379811,207
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,379817,537
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/125768,379828,334
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,379844,139
48460/47170/47169/492000/50814/48341/55502/208024,381131,112
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118395,381183,217
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,381214,214
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,381216,465
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,381218,588
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,381219,105
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906594,381220,682
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,381275,336
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,381276,1578
48460/47170/47169/492000/50814/48341/55176/136343,381285,109
48460/47170/47169/492000/50814/891028/48708/51136/374501,381310,4129
48460/47170/47169/492000/50814/47380/118046/120514,381346,258
48460/47170/47169/492000/50814/1094814/48427/48702/1371035/322852,381354,309
48460/47170/47169/492000/50814/1094814/48427/48702/1371035/322852,381355,133
48460/47170/47169/492000/50814/891028/55154/55155/83691,381378,174
48460/47170/47169/492000/50814/1094814/48427/48702/48703,381405,112
48460/47170/47169/492000/50814/1094814/48427/474345/55928/68157,381460,136
48460/47170/47169/492000/50814/47350/47349/47348,381493,260
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/53886,381682,589
48460/47170/47169/492000/50814/47350/63265/63266,381725,221
48460/47170/47169/492000/50814/47350/63265/63266,381728,107
48460/47170/47169/416490/69967/69968/1151228/69969/148087,381757,171
48460/47170/47169/416490/69967/69968/1151228/69969/148087,381759,513
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/375129,381889,107
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,381924,103
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152048,381933,187
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1150716,381971,531
48460/47170/47169/492000/50814/1094814/47167/785516/49545/118284,382044,154
48460/47170/47169/416490/69967/69968/1151342/84768/374653,382066,255
48460/47170/47169/492000/50814/1094814/47167/905658/353063/354187,382132,234
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,382254,298
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,382296,103
48460/47170/47169/492000/50814/50815/50816/55569,382355,133
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134265,382451,402
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134265,382453,322
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134265,382455,154
48460/47170/47169/492000/50814/47380/964622/202427,382465,148
48460/47170/47169/492000/50814/47380/1159235/53716,382499,113
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,382512,161
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,382515,104
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,382516,446
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134709,382517,355
48460/47170/47169/492000/50814/1094814/47167/785517/416512/192716,382544,228
48460/47170/47169/492000/53277/53278/53279/143983,382585,401
48460/47170/47169/492000/53277/53278/53279/143983,382586,331
48460/47170/47169/492000/50814/47350/48423/48422,382594,206
48460/47170/47169/492000/50814/1094814/47167/785516/416511/175714,382607,109
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135227/51871/1135480/1101271/1135481,382608,409
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108,382628,105
48460/47170/47169/492000/50814/57519/57518/202468,382637,149
48460/47170/47169/492000/50814/891028/48708/51136/355975,382779,1783
48460/47170/47169/416490/69967/69968/1151342/71043/353089,382838,113
48460/47170/47169/492000/50814/48341/48340/54597/1174534,382882,595
48460/47170/47169/492000/50814/48341/48340/54597/1174534,382886,1276
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,382931,131
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/55591,382934,106
48460/47170/47169/416490/69967/69968/1151228/179929/179921,383062,190
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/374890,383085,252
48460/47170/47169/492000/50814/1094814/47167/905658/353063/374901,383110,104
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,383193,214
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,383201,265
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,383205,122
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,383206,140
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,383208,263
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965/1128215,383373,512
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965/1228819,383374,664
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076,383576,229
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076/1145086/1146967,383577,106
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076,383583,356
48460/47170/47169/416490/69967/69968/1151342/71043/205077,383624,102
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496,383719,171
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,383738,180
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,383740,220
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,383743,200
48460/47170/47169/492000/50814/1094814/987183/353351/373983,383782,483
48460/47170/47169/492000/50814/47380/55974/118070,383814,254
48460/47170/47169/492000/50814/1094814/47167/785517/56310/67745/1179801,383829,296
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,383904,1111
48460/47170/47169/416490/69967/69968/1151342/84768/84769,383928,156
48460/47170/47169/416490/69967/69968/1151342/84768/84769,383980,310
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/55275,384067,442
48460/47170/47169/492000/50814/1094814/47167/787526/47166/118172,384128,144
48460/47170/47169/492000/50814/57519/1149644/179075,384137,140
48460/47170/47169/492000/50814/48341/48340/48339/1167952,384174,218
48460/47170/47169/492000/50814/48341/48340/48339/1167950,384176,117
48460/47170/47169/492000/50814/48341/48340/48339/1167950,384182,106
48460/47170/47169/492000/50814/48341/48340/48339/1167952,384183,102
48460/47170/47169/492000/50814/48341/48340/48339/1167952,384201,137
48460/47170/47169/492000/50814/47380/375120,384206,113
48460/47170/47169/492000/50814/47380/975893/335981,384331,115
48460/47170/47169/492000/50814/1159214/1159215/352478,384414,128
48460/47170/47169/492000/50814/48341/55502/55503,384416,811
48460/47170/47169/492000/50814/1094814/47167/785516/49545/179064,384499,157
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484,384584,180
48460/47170/47169/492000/50814/1094814/48427/48702/63482,384620,145
48460/47170/47169/492000/50814/1094814/48427/48702/63482,384621,882
48460/47170/47169/951335/83712/83713/83714/151803,384700,139
48460/47170/47169/492000/50814/1094814/152591/176051/175896,399803,897
48460/47170/47169/492000/50814/1094814/47167/785517/55472/55473,407467,159
48460/47170/47169/492000/50814/1094814/47167/787526/416534/355932,407720,386
48460/47170/47169/492000/53277/53278/53279/53280,407806,165
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,407873,155
48460/47170/47169/492000/50814/1094814/47167/785516/55920/83577,407891,296
48460/47170/47169/416490/69967/69968/1151342/1151238/121688,407921,372
48460/47170/47169/492000/50814/1094814/47167/785517/416512/192716,407951,210
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769,407969,550
48460/47170/47169/492000/50814/1094814/47167/785516/64013/123352,408043,188
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,408088,132
48460/47170/47169/492000/50814/47380/47379/353024,408133,164
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1377704,408299,402
48460/47170/47169/492000/50814/1094814/47167/785517/416512/375276,408302,214
48460/47170/47169/492000/50814/1094814/47167/905657/1128529/63392,408304,184
48460/47170/47169/492000/50814/47380/974750/59250,409538,115
48460/47170/47169/416490/69967/69968/1151342/84768/84769,409570,165
48460/47170/47169/492000/50814/1094814/48427/352610/352612,409595,442
48460/47170/47169/492000/50814/1094814/47167/785516/49545/353183,410316,218
48460/47170/47169/492000/50814/1094814/48427/53489/53490,410601,189
48460/47170/47169/492000/50814/57519/57518/118087,410639,540
48460/47170/47169/492000/50814/47380/47379/47378,410641,6298
48460/47170/47169/492000/50814/1094814/47167/785517/56310/56315/1087209,410688,173
48460/47170/47169/492000/50814/1094814/47167/785516/55920/379646,410690,2561
48460/47170/47169/492000/50814/50815/50816/55569,410724,116
48460/47170/47169/492000/50814/1094814/47167/785517/416512/379689,410966,429
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,411019,110
48460/47170/47169/492000/50814/1094814/47167/785516/203715,411047,119
48460/47170/47169/492000/50814/1094814/47167/785516/55920/155181,411067,883
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1366846,411133,423
48460/47170/47169/492000/50814/1094814/48427/48702/415479,415495,162
48460/47170/47169/492000/50814/1094814/48427/48702/48703,415504,358
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,415511,723
48460/47170/47169/492000/50814/1094814/48427/48702/146683,415611,457
48460/47170/47169/492000/50814/1094814/47167/785522/48420/332511,415637,174
48460/47170/47169/492000/50814/1094814/48427/48702/416305,416306,111
48460/47170/47169/492000/50814/1094814/47167/785517/56310/130944,416307,303
48460/47170/47169/492000/50814/1094814/48427/474345/353087/353086,416311,1147
48460/47170/47169/492000/50814/1094814/48427/55942/55943,416322,380
48460/47170/47169/492000/50814/1094814/48427/48702/48703,416423,314
48460/47170/47169/492000/50814/1094814/47167/785516/64013/203670,416626,225
48460/47170/47169/492000/50814/47380/118046/416735,416734,305
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679,416745,117
48460/47170/47169/492000/50814/891028/55154/48710/349690,417351,464
48460/47170/47169/492000/50814/47380/55974/118048,417352,180
48460/47170/47169/492000/50814/1094814/48427/48702/415479,417357,265
48460/47170/47169/492000/50814/891028/55154/48710/352983,417398,3459
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076,417402,389
48460/47170/47169/492000/50814/1094814/47167/785517/416512/417408,417407,264
48460/47170/47169/416490/69967/69968/1151342/353590,417511,1710
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/416782,417560,385
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,417704,638
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,417706,255
48460/47170/47169/492000/50814/1094814/47167/785517/472238/374600,417944,142
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,418018,321
48460/47170/47169/492000/50814/1094814/47167/785516/55931/133083,418310,154
48460/47170/47169/492000/50814/1094814/47167/785517/1180803/118262,418443,746
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,418614,108
48460/47170/47169/416490/69967/69968/1151342/84768/84769,418616,478
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135960/1135970,418778,148
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922/1274773,423924,426
48460/47170/47169/492000/50814/1094814/47167/785517/47394/56536,424530,1227
48460/47170/47169/492000/50814/52526/52527/179736,424816,128
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134711,425183,105
48460/47170/47169/492000/50814/1094814/47167/785516/203715,426274,157
48460/47170/47169/492000/50814/47350/47349/47348/1374657,427379,126
48460/47170/47169/492000/50814/1094814/48427/48702/446872,430157,1314
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,430159,526
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135227/51871,430531,462
48460/47170/47169/492000/50814/1094814/48427/48702/416305,438002,870
48460/47170/47169/492000/50814/1094814/48427/48702/416305,438008,350
48460/47170/47169/492000/50814/1094814/48427/48702/416305,438013,989
48460/47170/47169/492000/50814/1094814/48427/48702/372727,438020,105
48460/47170/47169/492000/50814/1094814/48427/48702/48703,438025,479
48460/47170/47169/492000/50814/47380/47379/48475/559675/1129535,446812,940
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,447232,821
48460/47170/47169/492000/50814/1094814/48427/48702/48703,447478,106
48460/47170/47169/416490/69967/69968/1151342/84768/84769,448221,183
48460/47170/47169/492000/50814/1094814/47167/787526/118247/358134,450829,439
48460/47170/47169/492000/50814/1094814/47167/787526/1180517/451027,451026,582
48460/47170/47169/492000/50814/1094814/47167/905658/54574/54575,451041,280
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769,451352,279
48460/47170/47169/951335/130023/130024/130025/130026,460639,265
48460/47170/47169/492000/50814/1094814/47167/785517/55472/179275,461237,523
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/1155969,464151,361
48460/47170/47169/416490/69967/69968/1151342/84768/84769/1361904,464167,470
48460/47170/47169/492000/50814/57519/57518/118087,464268,134
48460/47170/47169/492000/50814/1094814/987183/353351/464317,464306,182
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,464807,161
48460/47170/47169/416490/69967/69968/1151228/69969/199402,465085,810
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076,466792,172
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1150701,467563,232
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,467654,180
48460/47170/47169/492000/50814/1094814/47167/785517/48768/374610,467870,508
48460/47170/47169/492000/50814/48341/55502/55503,468027,2141
48460/47170/47169/492000/50814/1094814/48427/48702/468196,468195,127
48460/47170/47169/492000/50814/1094814/48427/48702/48703,468449,122
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496/1196165,468509,630
48460/47170/47169/492000/50814/47380/974717/324141,470496,190
48460/47170/47169/492000/50814/48341/48340/48339/1167957,470937,118
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824804/793870,470946,104
48460/47170/47169/492000/50814/1094814/47167/785516/49545/118284,471705,250
48460/47170/47169/492000/50814/47350/47349/48611,473935,612
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,474276,923
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,475344,240
48460/47170/47169/492000/50814/1094814/47167/785517/923956/337955/464307,475632,294
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,475633,308
48460/47170/47169/492000/50814/48341/48340/54597/1174533,475960,337
